txn_id,txn_date,client_id,card_id,txn_amount,use_chip,merchant_id,txn_city,txn_state,zip,mcc,errors,amount_raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14496210,02-06-2014 16:39,114,5283,21,Online Transaction,15143,ONLINE,,,4784,,$21.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20754356,01-02-2018 14:52,114,3070,-69,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$-69.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17886867,02-06-2016 18:01,114,5283,29,Chip Transaction,75936,North Hollywood,CA,91606,5814,Insufficient Balance,$29.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16427060,25-07-2015 15:18,114,3398,25,Chip Transaction,34784,North Hollywood,CA,91606,7210,,$24.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19985486,22-08-2017 19:10,114,5283,80,Chip Transaction,27092,Beverly Hills,CA,90212,4829,Insufficient Balance,$80.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14712229,20-07-2014 00:43,114,3070,45,Swipe Transaction,61195,North Hollywood,CA,91606,5541,,$44.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20534339,17-12-2017 00:42,114,5283,52,Chip Transaction,59935,North Hollywood,CA,91606,5499,,$52.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22717323,24-03-2019 14:41,114,5283,65,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$65.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11270932,16-06-2012 18:36,114,3070,2,Swipe Transaction,64586,North Hollywood,CA,91606,5912,,$2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19008862,28-01-2017 00:54,114,5283,38,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$38.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20429170,24-11-2017 16:54,114,5283,35,Online Transaction,15143,ONLINE,,,4784,,$35.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15567348,21-01-2015 14:46,114,5283,89,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$89.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11817287,18-10-2012 09:13,114,3070,2,Swipe Transaction,50783,North Hollywood,CA,91606,5411,,$2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15386052,13-12-2014 16:06,114,3398,15,Swipe Transaction,83271,Chino Hills,CA,91709,4214,,$14.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20491575,08-12-2017 00:48,114,3398,-51,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$-51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22634171,07-03-2019 09:22,114,5283,3,Chip Transaction,50783,North Hollywood,CA,91606,5411,,$2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16174661,01-06-2015 16:38,114,5283,33,Online Transaction,15143,ONLINE,,,4784,,$32.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8081077,01-06-2010 18:52,114,3070,21,Swipe Transaction,75936,North Hollywood,CA,91606,5814,,$20.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13344608,23-09-2013 00:35,114,3398,69,Swipe Transaction,22204,Santa Monica,CA,90404,5541,,$69.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12934682,25-06-2013 00:40,114,3070,36,Swipe Transaction,61195,North Hollywood,CA,91606,5541,,$36.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22244306,14-12-2018 14:42,114,3070,99,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$99.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17096993,16-12-2015 00:41,114,3398,74,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$74.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19758118,05-07-2017 15:34,114,3070,11,Chip Transaction,83480,North Hollywood,CA,91606,9402,,$11.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17484914,08-03-2016 16:49,114,3070,30,Online Transaction,15143,ONLINE,,,4784,,$30.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14871546,23-08-2014 14:46,114,3070,70,Swipe Transaction,59935,North Hollywood,CA,91606,5499,,$70.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20367156,11-11-2017 14:47,114,3070,-92,Chip Transaction,59935,North Hollywood,CA,91606,5499,,$-92.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8651316,17-10-2010 18:30,114,3070,2,Swipe Transaction,64586,North Hollywood,CA,91606,5912,,$2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18628165,08-11-2016 00:39,114,3070,45,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$44.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10855813,14-03-2012 14:39,114,3070,98,Swipe Transaction,59935,North Hollywood,CA,91606,5499,,$98.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16753494,03-10-2015 14:32,114,3398,86,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$86.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12855403,07-06-2013 14:30,114,3398,49,Swipe Transaction,59935,North Hollywood,CA,91606,5499,,$48.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8857574,06-12-2010 09:03,114,3070,3,Swipe Transaction,41137,North Hollywood,CA,91606,5411,,$2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8513840,14-09-2010 16:02,114,3070,15,Swipe Transaction,83271,Chino Hills,CA,91709,4214,,$15.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14662732,09-07-2014 04:26,114,3398,225,Online Transaction,73186,ONLINE,,,4814,,$225.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21361700,10-06-2018 14:50,114,3070,20,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$19.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19681205,19-06-2017 14:58,114,3070,-75,Chip Transaction,59935,North Hollywood,CA,91606,5499,,$-75.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13010656,11-07-2013 14:49,114,3070,-67,Swipe Transaction,61195,North Hollywood,CA,91606,5541,,$-67.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20801477,11-02-2018 14:42,114,3070,82,Chip Transaction,59935,North Hollywood,CA,91606,5499,,$82.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17320233,01-02-2016 13:09,114,5283,54,Chip Transaction,79847,North Hollywood,CA,91606,5300,,$54.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8572667,28-09-2010 18:22,114,3398,31,Swipe Transaction,33234,North Hollywood,CA,91606,5812,,$30.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23379304,11-08-2019 14:58,114,5283,79,Chip Transaction,59935,North Hollywood,CA,91606,5499,,$79.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9686395,19-06-2011 00:47,114,3070,49,Swipe Transaction,61195,North Hollywood,CA,91606,5541,,$48.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17583578,30-03-2016 00:49,114,3070,47,Chip Transaction,59935,North Hollywood,CA,91606,5499,,$46.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13975812,08-02-2014 14:43,114,3070,68,Swipe Transaction,61195,North Hollywood,CA,91606,5541,,$68.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10866398,17-03-2012 00:40,114,3398,77,Swipe Transaction,59935,North Hollywood,CA,91606,5499,,$77.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19345428,09-04-2017 14:52,114,3398,82,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$82.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8072477,30-05-2010 18:45,114,3070,2,Swipe Transaction,41137,North Hollywood,CA,91606,5411,,$2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10371435,24-11-2011 00:25,114,3070,63,Swipe Transaction,61195,North Hollywood,CA,91606,5541,,$62.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15170827,27-10-2014 16:46,114,5283,7,Swipe Transaction,83480,North Hollywood,CA,91606,9402,,$6.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23053476,04-06-2019 00:37,114,5283,-97,Chip Transaction,61195,East Leroy,MI,49051,5541,,$-97.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17044648,05-12-2015 00:34,114,3070,91,Chip Transaction,59935,North Hollywood,CA,91606,5499,,$91.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10945019,04-04-2012 00:21,114,3398,36,Swipe Transaction,61195,North Hollywood,CA,91606,5541,,$36.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16119777,21-05-2015 00:05,114,3070,34,Chip Transaction,60569,Rancho Cucamonga,CA,91701,5300,,$33.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11070821,02-05-2012 14:55,114,3070,45,Swipe Transaction,61195,North Hollywood,CA,91606,5541,,$44.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16920850,08-11-2015 12:35,114,3398,12,Chip Transaction,25717,Santa Monica,CA,90405,5812,,$12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8174607,24-06-2010 15:05,114,3398,22,Swipe Transaction,34784,North Hollywood,CA,91606,7210,,$22.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21830006,17-09-2018 16:16,114,5283,11,Chip Transaction,83480,North Hollywood,CA,91606,9402,,$11.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18529806,18-10-2016 01:49,114,3398,53,Chip Transaction,59935,North Hollywood,CA,91606,5499,,$53.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12944599,27-06-2013 09:10,114,3070,2,Swipe Transaction,59935,North Hollywood,CA,91606,5499,,$1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10013894,02-09-2011 13:07,114,3398,47,Swipe Transaction,60119,North Hollywood,CA,91606,5211,,$47.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12200337,12-01-2013 15:42,114,3070,115,Online Transaction,9932,ONLINE,,,5311,,$115.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20335815,05-11-2017 00:44,114,5283,71,Chip Transaction,59935,North Hollywood,CA,91606,5499,,$71.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18351882,10-09-2016 00:31,114,3070,55,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$54.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10592274,13-01-2012 13:14,114,3070,56,Swipe Transaction,26909,Covina,CA,91722,5211,,$56.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16155697,28-05-2015 16:39,114,3398,30,Online Transaction,15143,ONLINE,,,4784,,$29.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13806280,02-01-2014 14:51,114,3398,58,Swipe Transaction,61195,North Hollywood,CA,91606,5541,,$58.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17019927,29-11-2015 14:54,114,3398,41,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$41.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8069002,30-05-2010 00:36,114,3070,-70,Swipe Transaction,61195,North Hollywood,CA,91606,5541,,$-70.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16657099,13-09-2015 00:46,114,5283,-79,Chip Transaction,59935,North Hollywood,CA,91606,5499,,$-79.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19739922,01-07-2017 18:35,114,3070,3,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17980106,22-06-2016 14:46,114,5283,44,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$43.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10884716,21-03-2012 08:31,114,3070,2,Swipe Transaction,55060,North Hollywood,CA,91606,5812,,$1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20939151,13-03-2018 00:32,114,5283,88,Chip Transaction,59935,North Hollywood,CA,91606,5499,,$88.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21560748,22-07-2018 14:48,114,5283,76,Chip Transaction,61195,Riverdale,IL,60827,5541,,$76.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8083990,02-06-2010 13:18,114,3070,41,Swipe Transaction,41137,North Hollywood,CA,91606,5411,,$40.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22851138,22-04-2019 00:57,114,3398,99,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$99.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11050532,28-04-2012 00:16,114,3070,-67,Swipe Transaction,61195,North Hollywood,CA,91606,5541,,$-67.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12750787,15-05-2013 13:11,114,3070,60,Swipe Transaction,64586,North Hollywood,CA,91606,5912,,$59.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22963465,16-05-2019 00:39,114,5283,57,Chip Transaction,59935,North Hollywood,CA,91606,5499,,$57.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16857457,25-10-2015 18:46,114,3398,2,Chip Transaction,13082,North Hollywood,CA,91606,5921,,$1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17914076,08-06-2016 14:41,114,3070,-86,Chip Transaction,59935,North Hollywood,CA,91606,5499,,$-86.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18582238,29-10-2016 09:05,114,3070,3,Chip Transaction,84910,Earlimart,CA,93219,5411,,$2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9218576,01-03-2011 14:36,114,3070,-87,Swipe Transaction,61195,North Hollywood,CA,91606,5541,,$-87.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11044487,26-04-2012 14:34,114,3070,67,Swipe Transaction,59935,North Hollywood,CA,91606,5499,,$67.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19470301,06-05-2017 00:46,114,5283,78,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$78.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16824906,18-10-2015 19:12,114,3070,2,Chip Transaction,13082,North Hollywood,CA,91606,5921,,$2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10666775,30-01-2012 14:31,114,3398,98,Swipe Transaction,59935,North Hollywood,CA,91606,5499,,$98.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13321599,18-09-2013 00:41,114,3398,45,Swipe Transaction,22204,Santa Monica,CA,90404,5541,,$44.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10496245,22-12-2011 14:44,114,3070,-56,Swipe Transaction,59935,North Hollywood,CA,91606,5499,,$-56.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17200776,07-01-2016 01:02,114,5283,44,Chip Transaction,59935,North Hollywood,CA,91606,5499,,$43.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11973683,22-11-2012 15:20,114,3398,11,Swipe Transaction,83480,North Hollywood,CA,91606,9402,,$11.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11088245,06-05-2012 14:40,114,3070,70,Swipe Transaction,61195,North Hollywood,CA,91606,5541,,$70.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21745330,30-08-2018 16:44,114,5283,38,Online Transaction,15143,ONLINE,,,4784,,$37.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23207915,06-07-2019 14:31,114,3398,46,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$46.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159774,06-10-2011 09:03,114,3070,2,Swipe Transaction,20519,Chino,CA,91710,5942,,$1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21982014,20-10-2018 00:55,114,5283,-88,Chip Transaction,61195,North Hollywood,CA,91606,5541,Insufficient Balance,$-88.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21507891,11-07-2018 14:52,114,5283,-73,Chip Transaction,61195,Riverdale,IL,60827,5541,,$-73.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20941758,13-03-2018 14:40,114,3070,-80,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$-80.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11014250,19-04-2012 16:01,114,3070,13,Swipe Transaction,83271,Chino Hills,CA,91709,4214,,$12.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8881531,12-12-2010 00:56,114,3070,47,Swipe Transaction,61195,North Hollywood,CA,91606,5541,,$46.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19729872,29-06-2017 16:47,114,3398,29,Online Transaction,15143,ONLINE,,,4784,,$29.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22705754,22-03-2019 09:28,114,5283,3,Chip Transaction,50783,North Hollywood,CA,91606,5411,,$2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10327827,14-11-2011 00:43,114,3398,59,Swipe Transaction,61195,North Hollywood,CA,91606,5541,,$59.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10585408,12-01-2012 00:52,114,3398,72,Swipe Transaction,61195,North Hollywood,CA,91606,5541,,$72.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21091358,14-04-2018 09:13,114,3070,3,Chip Transaction,50783,North Hollywood,CA,91606,5411,,$3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12471916,14-03-2013 14:33,114,3398,36,Swipe Transaction,61195,North Hollywood,CA,91606,5541,,$36.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9013027,12-01-2011 01:03,114,3398,73,Swipe Transaction,59935,North Hollywood,CA,91606,5499,,$73.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23151704,24-06-2019 16:42,114,5283,26,Online Transaction,15143,ONLINE,,,4784,,$25.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11836326,22-10-2012 14:41,114,3070,-94,Swipe Transaction,59935,North Hollywood,CA,91606,5499,,$-94.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18350321,09-09-2016 15:04,114,3070,77,Chip Transaction,59935,North Hollywood,CA,91606,5499,,$77.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22897784,02-05-2019 01:46,114,3398,79,Chip Transaction,59935,North Hollywood,CA,91606,5499,,$79.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10039739,08-09-2011 13:22,114,3070,45,Swipe Transaction,31893,Baldwin Park,CA,91706,5311,,$44.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19373899,15-04-2017 14:40,114,3070,-97,Chip Transaction,61195,North Hollywood,CA,91606,5541,,$-97.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17619621,06-04-2016 14:54,114,3070,56,Chip Transaction,59935,North Hollywood,CA,91606,5499,,$56.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10509263,25-12-2011 14:43,114,3070,-91,Swipe Transaction,59935,North Hollywood,CA,91606,5499,,$-91.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8141688,16-06-2010 14:51,114,3398,72,Swipe Transaction,59935,North Hollywood,CA,91606,5499,,$72.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12558605,02-04-2013 19:12,114,3070,80,Swipe Transaction,27092,Baldwin Park,CA,91706,4829,,$80.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8526038,17-09-2010 14:45,114,3070,51,Swipe Transaction,61195,North Hollywood,CA,91606,5541,,$51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21899848,02-10-2018 14:42,114,3398,52,Chip Transaction,59935,North Hollywood,CA,91606,5499,,$52.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22601465,28-02-2019 10:14,335,353,5,Chip Transaction,61195,Los Angeles,CA,90016,5541,,$4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14782204,04-08-2014 09:06,335,5131,5,Swipe Transaction,43293,Pompano Beach,FL,33062,5499,,$5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8211204,03-07-2010 16:07,335,5131,108,Swipe Transaction,26810,Palm Beach Gardens,FL,33410,5541,,$107.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7519402,12-01-2010 09:17,335,5131,6,Swipe Transaction,67227,Palm Beach Gardens,FL,33410,5411,,$5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23557463,18-09-2019 13:06,335,5131,80,Chip Transaction,27092,Tryon,NC,28782,4829,,$80.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13879243,18-01-2014 13:11,335,5131,140,Swipe Transaction,27092,Palm Beach Gardens,FL,33410,4829,,$140.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21109300,18-04-2018 06:51,335,5131,69,Swipe Transaction,13646,West Palm Beach,FL,33413,7538,,$69.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10346212,18-11-2011 06:55,335,5131,71,Swipe Transaction,37392,Palm Beach Gardens,FL,33410,7538,,$70.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15170754,27-10-2014 16:29,335,5131,101,Swipe Transaction,26810,Palm Beach Gardens,FL,33410,5541,,$101.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8004427,13-05-2010 20:41,335,5131,50,Swipe Transaction,30286,Palm Beach Gardens,FL,33410,4814,,$50.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14214094,01-04-2014 16:23,335,5131,106,Swipe Transaction,67227,Palm Beach Gardens,FL,33410,5411,,$105.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16758379,04-10-2015 15:08,335,5131,-100,Chip Transaction,26810,Palm Beach Gardens,FL,33410,5541,,$-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19422662,25-04-2017 22:24,335,353,76,Chip Transaction,45926,Dyersville,IA,52040,5814,,$76.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13156626,12-08-2013 15:22,335,4838,78,Swipe Transaction,61195,Pahokee,FL,33476,5541,,$78.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20686239,18-01-2018 09:19,335,5131,9,Chip Transaction,72351,Fort Pierce,FL,34951,5541,,$9.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15518812,11-01-2015 09:13,335,5131,6,Chip Transaction,75936,Palm Beach Gardens,FL,33410,5814,,$6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19812704,17-07-2017 08:52,335,353,5,Chip Transaction,17493,West Palm Beach,FL,33411,5812,,$5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11728691,28-09-2012 08:42,335,5131,36,Swipe Transaction,67227,Palm Beach Gardens,FL,33410,5411,,$36.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23377439,11-08-2019 09:19,335,5131,5,Chip Transaction,43293,Palm Beach Gardens,FL,33410,5499,,$5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12443229,08-03-2013 09:09,335,4838,7,Swipe Transaction,20519,Palm Beach Gardens,FL,33418,5942,,$6.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12039557,07-12-2012 13:09,335,4838,159,Online Transaction,17976,ONLINE,,,4900,,$159.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10932366,31-03-2012 22:43,335,5131,69,Swipe Transaction,97421,Palm Beach Gardens,FL,33410,5812,,$69.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20949656,15-03-2018 09:22,335,5131,6,Chip Transaction,50783,Fort Lauderdale,FL,33319,5411,,$5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8082559,02-06-2010 08:38,335,5131,24,Swipe Transaction,20519,Palm Beach Gardens,FL,33418,5942,,$23.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16153506,28-05-2015 09:18,335,5131,6,Chip Transaction,92883,North Richland Hills,TX,76180,5812,,$5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21201390,07-05-2018 13:35,335,353,29,Swipe Transaction,75781,Palm Beach Gardens,FL,33410,5411,,$28.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15820673,17-03-2015 13:57,335,5131,36,Chip Transaction,86410,Palm Beach Gardens,FL,33410,5211,,$35.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21264467,20-05-2018 22:27,335,353,62,Chip Transaction,17493,West Palm Beach,FL,33411,5812,,$62.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7889928,15-04-2010 12:53,335,5131,100,Swipe Transaction,27092,Palm Beach Gardens,FL,33410,4829,,$100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13065310,23-07-2013 13:43,335,5131,25,Swipe Transaction,11468,Boynton Beach,FL,33437,5970,,$25.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10237603,24-10-2011 09:06,335,5131,5,Swipe Transaction,68671,Corunna,MI,48817,5541,,$4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13921476,27-01-2014 16:10,335,5131,86,Swipe Transaction,60569,Palm Beach Gardens,FL,33410,5300,,$86.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7914407,21-04-2010 14:26,335,5131,64,Swipe Transaction,23179,Palm Beach Gardens,FL,33410,7230,,$63.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
