id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
8596795,04-10-2010 15:19,909,3719,$53.00,Swipe Transaction,59935,Olympia,WA,98516,5499,
8596815,04-10-2010 15:24,112,3470,$1.27,Swipe Transaction,86438,Carthage,NY,13619,5499,
8596854,04-10-2010 15:33,1098,2253,$102.95,Swipe Transaction,40096,Warsaw,IN,46581,4111,
8596856,04-10-2010 15:33,1659,3438,$21.21,Swipe Transaction,84355,Mc Farland,WI,53558,5812,
8596885,04-10-2010 15:40,96,3773,$122.55,Swipe Transaction,20561,Yorba Linda,CA,92886,5912,
8596886,04-10-2010 15:40,464,3233,$94.59,Swipe Transaction,85077,Orlando,FL,32804,7538,
8596887,04-10-2010 15:40,1575,2112,$0.87,Swipe Transaction,14528,Sarasota,FL,34235,5499,
8596891,04-10-2010 15:41,1098,4626,$75.14,Swipe Transaction,40096,Warsaw,IN,46581,4111,"Bad PIN,Insufficient Balance"
8596893,04-10-2010 15:41,1659,3438,$15.85,Online Transaction,18563,ONLINE,,,4121,
8596917,04-10-2010 15:46,1776,4938,$99.00,Swipe Transaction,61195,Nashport,OH,43830,5541,
8596923,04-10-2010 15:47,1776,4938,$-99.00,Swipe Transaction,61195,Nashport,OH,43830,5541,
8596946,04-10-2010 15:52,1776,4938,$41.72,Swipe Transaction,61195,Nashport,OH,43830,5541,
8596959,04-10-2010 15:59,112,4339,$50.32,Online Transaction,39021,ONLINE,,,4784,
8596965,04-10-2010 15:59,1963,3364,$23.31,Online Transaction,18563,ONLINE,,,4121,
8596990,04-10-2010 16:07,96,3695,$95.68,Swipe Transaction,43293,Yorba Linda,CA,92887,5499,
8596997,04-10-2010 16:08,1963,4565,$20.61,Swipe Transaction,88852,Vacaville,CA,95687,4121,
8597005,04-10-2010 16:10,1776,4938,$79.10,Online Transaction,39021,ONLINE,,,4784,
8597011,04-10-2010 16:11,1659,3438,$30.70,Swipe Transaction,54166,Lowell,WI,53557,4121,
8597009,04-10-2010 16:11,1169,4778,$29.62,Swipe Transaction,89707,Round Rock,TX,78665,4121,
8597013,04-10-2010 16:13,464,3233,$140.00,Swipe Transaction,27092,Orlando,FL,32807,4829,
8597029,04-10-2010 16:16,1559,2920,$20.05,Swipe Transaction,1770,Acworth,GA,30101,5912,
8597072,04-10-2010 16:28,96,3695,$-79.00,Swipe Transaction,43293,Yorba Linda,CA,92887,5499,
8597079,04-10-2010 16:29,96,3695,$79.00,Swipe Transaction,43293,Yorba Linda,CA,92887,5499,
8597080,04-10-2010 16:29,464,3233,$120.00,Swipe Transaction,27092,Orlando,FL,32807,4829,Insufficient Balance
8597114,04-10-2010 16:35,987,4146,$28.31,Online Transaction,39021,ONLINE,,,4784,
8597115,04-10-2010 16:36,96,3773,$51.00,Swipe Transaction,61195,Yorba Linda,CA,92886,5541,
8597118,04-10-2010 16:36,1098,2253,$81.00,Swipe Transaction,50867,Hawarden,IA,51023,5541,
8597125,04-10-2010 16:39,96,3773,$-51.00,Swipe Transaction,61195,Yorba Linda,CA,92886,5541,
8597132,04-10-2010 16:40,1098,2253,$-81.00,Swipe Transaction,50867,Hawarden,IA,51023,5541,
8597140,04-10-2010 16:43,285,2156,$120.00,Swipe Transaction,27092,San Jose,CA,95111,4829,
8597151,04-10-2010 16:48,464,3233,$110.74,Swipe Transaction,85077,Orlando,FL,32804,7538,
8597165,04-10-2010 16:51,1098,2253,$35.66,Swipe Transaction,50867,Hawarden,IA,51023,5541,
8597167,04-10-2010 16:52,114,3070,$27.57,Online Transaction,15143,ONLINE,,,4784,
8597189,04-10-2010 16:58,96,3773,$111.62,Swipe Transaction,61195,Yorba Linda,CA,92886,5541,
8597209,04-10-2010 17:03,987,4146,$24.53,Online Transaction,39021,ONLINE,,,4784,
8597242,04-10-2010 17:14,114,3070,$29.93,Online Transaction,15143,ONLINE,,,4784,
8597255,04-10-2010 17:20,285,5747,$80.00,Swipe Transaction,27092,San Jose,CA,95111,4829,
8597275,04-10-2010 17:30,96,5175,$-85.00,Swipe Transaction,61195,Yorba Linda,CA,92886,5541,
8597287,04-10-2010 17:34,1595,2472,$85.12,Swipe Transaction,75936,Bronx,NY,10463,5814,
8597298,04-10-2010 17:40,96,5175,$85.00,Swipe Transaction,61195,Yorba Linda,CA,92886,5541,
8597339,04-10-2010 17:56,96,5175,$94.79,Swipe Transaction,61195,Yorba Linda,CA,92886,5541,
8597349,04-10-2010 18:00,114,3070,$21.10,Swipe Transaction,75936,North Hollywood,CA,91606,5814,
8597352,04-10-2010 18:01,909,4663,$52.62,Swipe Transaction,44578,Olympia,WA,98516,5812,
8597358,04-10-2010 18:04,1575,5582,$0.93,Swipe Transaction,14528,Sarasota,FL,34235,5499,
8597407,04-10-2010 18:31,96,3695,$1.05,Swipe Transaction,14528,Yorba Linda,CA,92887,5499,
8597416,04-10-2010 18:34,909,4663,$22.20,Swipe Transaction,59935,Olympia,WA,98516,5499,
8597417,04-10-2010 18:35,909,4663,$57.00,Swipe Transaction,59935,Olympia,WA,98516,5499,
8597444,04-10-2010 18:44,909,4663,$-57.00,Swipe Transaction,59935,Olympia,WA,98516,5499,
8597452,04-10-2010 18:48,1776,4938,$65.46,Swipe Transaction,63694,Nashport,OH,43830,5411,
8597456,04-10-2010 18:50,285,5747,$100.00,Swipe Transaction,27092,San Jose,CA,95111,4829,
8597470,04-10-2010 18:56,1169,2485,$29.62,Swipe Transaction,89707,Round Rock,TX,78665,4121,
8597482,04-10-2010 18:59,997,2261,$37.57,Swipe Transaction,83070,Chula Vista,CA,91913,4121,
8597490,04-10-2010 19:01,987,4146,$25.08,Swipe Transaction,24304,Gaithersburg,MD,20882,7832,
8597530,04-10-2010 19:18,1559,3301,$76.98,Swipe Transaction,53566,Acworth,GA,30101,5812,
8597536,04-10-2010 19:19,1888,1169,$90.00,Swipe Transaction,59935,Salisbury,MD,21801,5499,
8597547,04-10-2010 19:23,1559,2920,$31.61,Swipe Transaction,59935,Acworth,GA,30101,5499,
8597550,04-10-2010 19:24,1559,2920,$-93.00,Swipe Transaction,59935,Acworth,GA,30101,5499,
8597551,04-10-2010 19:25,1888,1169,$-90.00,Swipe Transaction,59935,Salisbury,MD,21801,5499,
8597556,04-10-2010 19:26,1888,1169,$95.64,Swipe Transaction,59935,Salisbury,MD,21801,5499,
8597559,04-10-2010 19:27,1559,2920,$93.00,Swipe Transaction,59935,Acworth,GA,30101,5499,
8597576,04-10-2010 19:34,1888,1017,$69.41,Swipe Transaction,59935,Salisbury,MD,21801,5499,
8597581,04-10-2010 19:35,1595,2429,$24.39,Online Transaction,16798,ONLINE,,,4121,
8597590,04-10-2010 19:40,1098,4626,$-78.00,Swipe Transaction,50867,Hawarden,IA,51023,5541,
8597596,04-10-2010 19:43,1098,4626,$78.00,Swipe Transaction,50867,Hawarden,IA,51023,5541,
8597606,04-10-2010 19:46,1888,1017,$82.00,Swipe Transaction,59935,Salisbury,MD,21801,5499,
8597613,04-10-2010 19:49,1559,5797,$75.06,Swipe Transaction,25887,Acworth,GA,30101,5814,
8597622,04-10-2010 19:53,1888,1017,$-82.00,Swipe Transaction,59935,Salisbury,MD,21801,5499,
8597633,04-10-2010 19:59,1098,4626,$59.68,Swipe Transaction,50867,Hawarden,IA,51023,5541,
8597637,04-10-2010 20:03,464,3233,$80.00,Swipe Transaction,27092,Orlando,FL,32807,4829,
8597679,04-10-2010 20:21,1559,2920,$39.90,Swipe Transaction,55060,Acworth,GA,30101,5812,
8597772,04-10-2010 21:07,1654,2915,$88.23,Swipe Transaction,13523,Pawtucket,RI,2860,5310,
8597784,04-10-2010 21:13,1168,3239,$44.26,Online Transaction,39021,ONLINE,,,4784,
8597790,04-10-2010 21:18,464,3233,$120.00,Swipe Transaction,27092,Orlando,FL,32807,4829,
8597793,04-10-2010 21:18,1595,2429,$145.12,Swipe Transaction,100185,Bronx,NY,10463,5300,
8597835,04-10-2010 21:42,1888,1169,$12.80,Swipe Transaction,14510,Salisbury,MD,21801,5921,
8597836,04-10-2010 21:44,1654,1200,$84.89,Swipe Transaction,75781,North Kingstown,RI,2852,5411,
8597845,04-10-2010 21:48,1797,1127,$17.91,Swipe Transaction,67570,San Lorenzo,CA,94580,5311,
8597895,04-10-2010 22:16,1727,3766,$15.02,Online Transaction,16798,ONLINE,,,4121,
8597924,04-10-2010 22:35,1168,3239,$-70.00,Swipe Transaction,43293,Berkeley Heights,NJ,7922,5499,
8597944,04-10-2010 22:45,1168,3239,$54.17,Swipe Transaction,43293,Berkeley Heights,NJ,7922,5499,
8597952,04-10-2010 22:47,1797,1127,$31.87,Online Transaction,15143,ONLINE,,,4784,
8597961,04-10-2010 22:52,1168,3239,$70.00,Swipe Transaction,43293,Berkeley Heights,NJ,7922,5499,
8722866,04-11-2010 00:05,1797,1127,$23.10,Online Transaction,18563,ONLINE,,,4121,
8722948,04-11-2010 02:26,1776,4938,$47.01,Online Transaction,39021,ONLINE,,,4784,
8722989,04-11-2010 03:36,1098,5179,$111.62,Swipe Transaction,52314,Alta,IA,51002,4900,
8723017,04-11-2010 04:30,1718,5144,$47.11,Online Transaction,15143,ONLINE,,,4784,
8723023,04-11-2010 04:34,464,3233,$98.10,Swipe Transaction,24823,Orlando,FL,32804,7538,
8723031,04-11-2010 04:42,464,3233,$122.38,Swipe Transaction,24823,Orlando,FL,32804,7538,Insufficient Balance
8723054,04-11-2010 05:22,1098,5179,$9.21,Swipe Transaction,5801,Alta,IA,51002,5912,
8723086,04-11-2010 05:43,208,2426,$80.00,Swipe Transaction,27092,Issaquah,WA,98027,4829,
8723158,04-11-2010 06:10,1696,2408,$6.76,Online Transaction,39021,ONLINE,,,4784,
8723175,04-11-2010 06:13,112,4339,$59.07,Online Transaction,39021,ONLINE,,,4784,Bad Expiration
8723187,04-11-2010 06:16,112,3470,$27.79,Online Transaction,39021,ONLINE,,,4784,
8723206,04-11-2010 06:21,96,3695,$1.93,Swipe Transaction,14528,Yorba Linda,CA,92887,5499,
8723211,04-11-2010 06:22,1575,224,$67.09,Swipe Transaction,13646,Arcadia,FL,34269,7538,
8723223,04-11-2010 06:25,1776,4938,$16.59,Swipe Transaction,81833,Warsaw,OH,43844,5912,
8723260,04-11-2010 06:35,1696,2408,$3.56,Swipe Transaction,37965,Merritt Island,FL,32952,5812,
8723273,04-11-2010 06:39,285,5747,$100.00,Swipe Transaction,27092,San Jose,CA,95111,4829,
8723284,04-11-2010 06:42,112,1134,$64.70,Swipe Transaction,24823,Carthage,NY,13619,7538,
8723311,04-11-2010 06:47,1718,4706,$10.17,Swipe Transaction,69972,West Covina,CA,91792,5814,
8723313,04-11-2010 06:48,1575,5582,$63.91,Swipe Transaction,17760,Osprey,FL,34229,7538,
8723323,04-11-2010 06:49,1718,4706,$11.74,Swipe Transaction,20519,Spring Valley,CA,91977,5942,
8723379,04-11-2010 07:01,909,2583,$25.33,Swipe Transaction,56431,Olympia,WA,98516,5541,
8723386,04-11-2010 07:02,909,2583,$78.00,Swipe Transaction,56431,Olympia,WA,98516,5541,
8723392,04-11-2010 07:03,909,2583,$-78.00,Swipe Transaction,56431,Olympia,WA,98516,5541,
8723408,04-11-2010 07:06,1654,2915,$21.11,Online Transaction,39021,ONLINE,,,4784,
8723411,04-11-2010 07:07,464,3233,$50.65,Online Transaction,39021,ONLINE,,,4784,
8723443,04-11-2010 07:14,1595,2429,$7.86,Swipe Transaction,80141,Bronx,NY,10463,5411,
8723449,04-11-2010 07:16,112,1134,$1.09,Swipe Transaction,86438,Carthage,NY,13619,5499,
8723467,04-11-2010 07:20,997,5046,$60.60,Swipe Transaction,83070,Chula Vista,CA,91913,4121,
8723494,04-11-2010 07:26,1659,260,$3.55,Swipe Transaction,41260,Wauconda,IL,60084,5541,
8723515,04-11-2010 07:30,112,1134,$1.56,Swipe Transaction,86438,Carthage,NY,13619,5499,
8723522,04-11-2010 07:31,909,2583,$13.78,Swipe Transaction,56431,Olympia,WA,98516,5541,Bad PIN
8723527,04-11-2010 07:32,909,2583,$-84.00,Swipe Transaction,56431,Olympia,WA,98516,5541,
8723536,04-11-2010 07:33,1718,2029,$9.47,Swipe Transaction,23695,West Covina,CA,91792,5411,
8723541,04-11-2010 07:34,909,2583,$13.78,Swipe Transaction,56431,Olympia,WA,98516,5541,
8723548,04-11-2010 07:36,909,2583,$-96.00,Swipe Transaction,56431,Olympia,WA,98516,5541,
8723552,04-11-2010 07:36,1963,3317,$9.82,Swipe Transaction,88852,Vacaville,CA,95687,4121,
8723576,04-11-2010 07:41,1696,2408,$-60.00,Swipe Transaction,59935,Merritt Island,FL,32953,5499,
8723585,04-11-2010 07:43,1696,2408,$144.48,Swipe Transaction,59935,Merritt Island,FL,32953,5499,
8723589,04-11-2010 07:44,909,2583,$84.00,Swipe Transaction,56431,Olympia,WA,98516,5541,
8723611,04-11-2010 07:49,909,2583,$96.00,Swipe Transaction,56431,Olympia,WA,98516,5541,
8723612,04-11-2010 07:49,987,4146,$28.60,Online Transaction,39021,ONLINE,,,4784,
8723625,04-11-2010 07:52,1696,2408,$60.00,Swipe Transaction,59935,Merritt Island,FL,32953,5499,
8723663,04-11-2010 07:59,208,2426,$11.98,Swipe Transaction,20561,Bothell,WA,98021,5912,
8723684,04-11-2010 08:02,1098,2253,$-60.00,Swipe Transaction,50867,Hawarden,IA,51023,5541,
8723692,04-11-2010 08:03,1963,4565,$22.08,Swipe Transaction,88852,Vacaville,CA,95687,4121,
8723704,04-11-2010 08:07,987,5090,$29.59,Online Transaction,16798,ONLINE,,,4121,
8723717,04-11-2010 08:09,1659,260,$36.43,Swipe Transaction,63683,Wauconda,IL,60084,4121,
8723730,04-11-2010 08:11,1098,2253,$60.00,Swipe Transaction,50867,Hawarden,IA,51023,5541,
8723757,04-11-2010 08:16,1169,2485,$34.80,Swipe Transaction,76678,Round Rock,TX,78665,5411,
8723764,04-11-2010 08:17,909,2583,$-57.00,Swipe Transaction,56431,Olympia,WA,98516,5541,
8723763,04-11-2010 08:17,909,2583,$57.00,Swipe Transaction,56431,Olympia,WA,98516,5541,
8723772,04-11-2010 08:18,1575,224,$0.78,Swipe Transaction,14528,Sarasota,FL,34235,5499,
8723777,04-11-2010 08:19,909,2583,$27.23,Swipe Transaction,56431,Olympia,WA,98516,5541,
8723808,04-11-2010 08:26,1098,2253,$37.70,Swipe Transaction,50867,Hawarden,IA,51023,5541,
8723862,04-11-2010 08:38,1963,5418,$22.00,Swipe Transaction,88852,Vacaville,CA,95687,4121,
8723872,04-11-2010 08:41,1098,5179,$110.59,Swipe Transaction,40096,Warsaw,IN,46581,4111,
8723888,04-11-2010 08:43,1659,959,$35.42,Online Transaction,16798,ONLINE,,,4121,
8723950,04-11-2010 08:59,909,4663,$35.63,Online Transaction,88998,ONLINE,,,4784,
8723953,04-11-2010 09:00,114,3070,$2.20,Swipe Transaction,39478,Bakersfield,CA,93307,5812,
8724012,04-11-2010 09:13,285,2156,$21.92,Swipe Transaction,24823,Watsonville,CA,95076,7538,
8724069,04-11-2010 09:22,1559,3301,$22.16,Online Transaction,39021,ONLINE,,,4784,
8724094,04-11-2010 09:27,1654,1200,$7.03,Swipe Transaction,94328,Newport,RI,2840,5411,
8724123,04-11-2010 09:32,1888,1016,$-92.00,Swipe Transaction,59935,Farmington,MN,55024,5499,
8724148,04-11-2010 09:38,285,2927,$3.29,Swipe Transaction,59935,Watsonville,CA,95076,5499,
8724155,04-11-2010 09:39,112,4339,$2.42,Swipe Transaction,91128,Carthage,NY,13619,5411,
8724175,04-11-2010 09:43,987,4146,$9.30,Swipe Transaction,7821,Gaithersburg,MD,20879,5912,
8724182,04-11-2010 09:44,1718,4706,$44.16,Online Transaction,15143,ONLINE,,,4784,
8724188,04-11-2010 09:45,1575,2112,$17.28,Online Transaction,18563,ONLINE,,,4121,
8724204,04-11-2010 09:49,1776,4938,$71.00,Swipe Transaction,61195,Nashport,OH,43830,5541,
8724208,04-11-2010 09:50,1595,2429,$25.92,Swipe Transaction,66428,Bronx,NY,10463,4121,
8724231,04-11-2010 09:54,1888,1016,$92.00,Swipe Transaction,59935,Farmington,MN,55024,5499,
8724232,04-11-2010 09:54,1888,1016,$81.51,Swipe Transaction,59935,Farmington,MN,55024,5499,
8724251,04-11-2010 09:59,1776,4938,$-71.00,Swipe Transaction,61195,Nashport,OH,43830,5541,
8724252,04-11-2010 09:59,1776,4938,$32.07,Swipe Transaction,61195,Nashport,OH,43830,5541,
8724289,04-11-2010 10:07,1888,1017,$-54.00,Swipe Transaction,26810,Farmington,MN,55024,5541,
8724291,04-11-2010 10:08,598,2040,$103.24,Swipe Transaction,37555,Boston,MA,2241,4111,
8724301,04-11-2010 10:09,1168,3239,$65.58,Swipe Transaction,43293,Berkeley Heights,NJ,7922,5499,
8724322,04-11-2010 10:13,1888,1017,$57.74,Swipe Transaction,26810,Farmington,MN,55024,5541,
8724343,04-11-2010 10:19,1595,2429,$23.40,Online Transaction,18563,ONLINE,,,4121,
8724355,04-11-2010 10:21,1168,3239,$57.00,Swipe Transaction,43293,Berkeley Heights,NJ,7922,5499,
8724375,04-11-2010 10:23,1888,1017,$54.00,Swipe Transaction,26810,Farmington,MN,55024,5541,
8724388,04-11-2010 10:25,997,5825,$30.91,Online Transaction,15143,ONLINE,,,4784,
8724397,04-11-2010 10:27,1168,3239,$-57.00,Swipe Transaction,43293,Berkeley Heights,NJ,7922,5499,
8724454,04-11-2010 10:40,112,1134,$-72.00,Swipe Transaction,61195,La Fargeville,NY,13656,5541,
8724462,04-11-2010 10:42,112,4339,$13.21,Swipe Transaction,45926,Carthage,NY,13619,5814,
8724499,04-11-2010 10:47,1654,1200,$11.63,Swipe Transaction,94328,Newport,RI,2840,5411,
8724498,04-11-2010 10:47,1559,3301,$1.07,Swipe Transaction,14528,Acworth,GA,30101,5499,
8724536,04-11-2010 10:54,112,1134,$72.00,Swipe Transaction,61195,La Fargeville,NY,13656,5541,
8724548,04-11-2010 10:56,112,1134,$56.59,Swipe Transaction,61195,La Fargeville,NY,13656,5541,
8724584,04-11-2010 11:05,285,3442,$13.70,Swipe Transaction,51990,Watsonville,CA,95076,5812,
8724604,04-11-2010 11:09,208,4980,$117.28,Swipe Transaction,15033,Bothell,WA,98021,5912,
8724624,04-11-2010 11:13,987,5090,$7.28,Swipe Transaction,83229,Gaithersburg,MD,20879,5411,
8724640,04-11-2010 11:16,1169,3389,$34.64,Swipe Transaction,89707,Round Rock,TX,78665,4121,Technical Glitch
8724648,04-11-2010 11:17,997,2261,$45.39,Swipe Transaction,43293,Chula Vista,CA,91913,5499,
8724658,04-11-2010 11:19,1776,4938,$7.43,Swipe Transaction,63694,Nashport,OH,43830,5411,
8724661,04-11-2010 11:20,1169,4778,$16.34,Swipe Transaction,89707,Round Rock,TX,78665,4121,
8724682,04-11-2010 11:24,997,2261,$-66.00,Swipe Transaction,43293,Chula Vista,CA,91913,5499,
8724684,04-11-2010 11:24,1654,1200,$120.54,Swipe Transaction,60569,Lincoln,RI,2865,5300,
8724694,04-11-2010 11:28,997,2261,$66.00,Swipe Transaction,43293,Chula Vista,CA,91913,5499,
8724747,04-11-2010 11:39,909,4663,$14.36,Swipe Transaction,25887,Olympia,WA,98516,5814,
8724782,04-11-2010 11:46,114,3070,$309.00,Swipe Transaction,7777,Gilroy,CA,95020,3684,
8724801,04-11-2010 11:48,1776,4938,$64.97,Online Transaction,39021,ONLINE,,,4784,
8724812,04-11-2010 11:50,1595,2429,$23.15,Swipe Transaction,54262,Princeton,NJ,8544,4121,
8724824,04-11-2010 11:53,464,3233,$11.59,Swipe Transaction,59397,Orlando,FL,32804,5812,
8724841,04-11-2010 11:56,598,32,$1.62,Swipe Transaction,86438,Whitefield,NH,3598,5499,
8724856,04-11-2010 11:58,1963,3364,$23.87,Swipe Transaction,88852,Vacaville,CA,95687,4121,
8724865,04-11-2010 12:01,1963,3317,$18.43,Online Transaction,18563,ONLINE,,,4121,
8724875,04-11-2010 12:03,1654,1200,$90.00,Swipe Transaction,61195,Newport,RI,2840,5541,
8724899,04-11-2010 12:08,1888,1016,$59.48,Swipe Transaction,60569,Isanti,MN,55040,5300,
8724916,04-11-2010 12:12,1575,2112,$60.00,Swipe Transaction,27092,Osprey,FL,34229,4829,
8724935,04-11-2010 12:18,598,2040,$45.58,Swipe Transaction,32858,Limington,ME,4049,5311,
8724953,04-11-2010 12:20,1654,1200,$77.04,Swipe Transaction,61195,Newport,RI,2840,5541,
8724958,04-11-2010 12:21,1654,1200,$-90.00,Swipe Transaction,61195,Newport,RI,2840,5541,
8724966,04-11-2010 12:24,112,1134,$1.25,Swipe Transaction,86438,Carthage,NY,13619,5499,
8724981,04-11-2010 12:27,1696,2408,$9.31,Online Transaction,39021,ONLINE,,,4784,
8725005,04-11-2010 12:33,208,2426,$54.00,Swipe Transaction,22204,Federal Way,WA,98023,5541,
8725019,04-11-2010 12:35,1595,2472,$13.66,Swipe Transaction,35451,Ringoes,NJ,8551,5812,
8725024,04-11-2010 12:36,1727,3766,$-89.00,Swipe Transaction,61195,Columbia,SC,29229,5541,
8725046,04-11-2010 12:41,96,3695,$0.93,Swipe Transaction,97310,Yorba Linda,CA,92886,5651,
8725055,04-11-2010 12:41,1696,2408,$7.59,Online Transaction,39021,ONLINE,,,4784,
8725064,04-11-2010 12:43,208,2426,$77.17,Swipe Transaction,22204,Federal Way,WA,98023,5541,
8725087,04-11-2010 12:47,112,1134,$67.99,Swipe Transaction,17660,Carthage,NY,13619,5655,
8725096,04-11-2010 12:48,1659,5056,$68.96,Swipe Transaction,77246,Wauconda,IL,60084,5300,
8725097,04-11-2010 12:48,1727,3766,$89.00,Swipe Transaction,61195,Columbia,SC,29229,5541,
8725099,04-11-2010 12:49,208,2426,$-54.00,Swipe Transaction,22204,Federal Way,WA,98023,5541,
8725115,04-11-2010 12:51,1727,3766,$50.40,Swipe Transaction,61195,Columbia,SC,29229,5541,
8725125,04-11-2010 12:54,114,3398,$16.27,Swipe Transaction,39478,Bakersfield,CA,93307,5812,
8725245,04-11-2010 13:18,114,3398,$44.89,Swipe Transaction,18215,Bakersfield,CA,93311,5719,
8725250,04-11-2010 13:18,1595,2472,$101.00,Swipe Transaction,78644,Las Vegas,NV,89148,3775,
8725279,04-11-2010 13:24,598,2040,$32.09,Online Transaction,39021,ONLINE,,,4784,
8725288,04-11-2010 13:25,1963,4565,$19.19,Online Transaction,16798,ONLINE,,,4121,
8725344,04-11-2010 13:40,1727,5982,$43.27,Swipe Transaction,59935,Columbia,SC,29229,5499,
8725365,04-11-2010 13:44,1169,2485,$655.52,Swipe Transaction,5594,Snowmass,CO,81654,3001,
8725392,04-11-2010 13:48,1727,5982,$54.00,Swipe Transaction,59935,Columbia,SC,29229,5499,
8725410,04-11-2010 13:52,112,3470,$76.17,Swipe Transaction,18215,East Amherst,NY,14051,5719,
8725447,04-11-2010 13:58,1727,5982,$-54.00,Swipe Transaction,59935,Columbia,SC,29229,5499,
8725448,04-11-2010 13:59,208,2426,$34.74,Swipe Transaction,88922,Bothell,WA,98021,4121,
8725469,04-11-2010 14:02,1797,1127,$39.62,Online Transaction,18563,ONLINE,,,4121,
8725476,04-11-2010 14:04,285,5747,$27.58,Swipe Transaction,13646,Watsonville,CA,95076,7538,
8725507,04-11-2010 14:09,1559,5797,$53.78,Swipe Transaction,89069,Acworth,GA,30101,5251,
8725532,04-11-2010 14:15,1797,1127,$41.49,Online Transaction,15143,ONLINE,,,4784,
8725539,04-11-2010 14:16,1963,4565,$57.68,Swipe Transaction,27601,Vacaville,CA,95687,7538,
8725553,04-11-2010 14:18,1659,959,$17.02,Swipe Transaction,77246,Wauconda,IL,60084,5300,
8725619,04-11-2010 14:36,909,2583,$54.00,Swipe Transaction,56431,Olympia,WA,98516,5541,
8725623,04-11-2010 14:37,1888,1017,$94.00,Swipe Transaction,59935,Farmington,MN,55024,5499,
8725624,04-11-2010 14:38,208,4980,$64.00,Swipe Transaction,43293,Bothell,WA,98021,5499,
8725637,04-11-2010 14:40,909,2583,$-54.00,Swipe Transaction,56431,Olympia,WA,98516,5541,
8725641,04-11-2010 14:40,1888,1017,$89.68,Swipe Transaction,59935,Farmington,MN,55024,5499,Insufficient Balance
8725648,04-11-2010 14:43,1718,5144,$32.80,Online Transaction,15143,ONLINE,,,4784,
8725649,04-11-2010 14:43,1888,1017,$89.68,Swipe Transaction,59935,Farmington,MN,55024,5499,Insufficient Balance
8725654,04-11-2010 14:45,114,3398,$-79.00,Swipe Transaction,43293,Bakersfield,CA,93307,5499,
8725666,04-11-2010 14:47,114,3398,$49.74,Swipe Transaction,43293,Bakersfield,CA,93307,5499,
8725671,04-11-2010 14:47,1963,4565,$43.34,Swipe Transaction,94755,Vacaville,CA,95687,5211,
8725673,04-11-2010 14:48,909,2583,$23.29,Swipe Transaction,56431,Olympia,WA,98516,5541,
8725685,04-11-2010 14:52,1888,1017,$85.00,Swipe Transaction,59935,Farmington,MN,55024,5499,
8725686,04-11-2010 14:53,208,4980,$93.02,Swipe Transaction,43293,Bothell,WA,98021,5499,
8725693,04-11-2010 14:54,1888,1017,$-85.00,Swipe Transaction,59935,Farmington,MN,55024,5499,
8725699,04-11-2010 14:56,114,3398,$79.00,Swipe Transaction,43293,Bakersfield,CA,93307,5499,
8725702,04-11-2010 14:56,1888,1017,$-94.00,Swipe Transaction,59935,Farmington,MN,55024,5499,
8725704,04-11-2010 14:57,208,4980,$-64.00,Swipe Transaction,43293,Bothell,WA,98021,5499,
8725739,04-11-2010 15:03,1696,2408,$9.41,Online Transaction,50404,ONLINE,,,4784,
8725775,04-11-2010 15:12,1696,2408,$10.19,Online Transaction,50404,ONLINE,,,4784,Technical Glitch
8725818,04-11-2010 15:20,1963,3364,$21.55,Online Transaction,18563,ONLINE,,,4121,
8725814,04-11-2010 15:20,909,4663,$98.00,Swipe Transaction,56431,Olympia,WA,98516,5541,
8725815,04-11-2010 15:20,1659,260,$27.16,Swipe Transaction,63683,Wauconda,IL,60084,4121,
8725830,04-11-2010 15:24,112,3470,$1.15,Swipe Transaction,86438,Carthage,NY,13619,5499,
8725839,04-11-2010 15:25,909,4663,$23.95,Swipe Transaction,56431,Olympia,WA,98516,5541,
8725852,04-11-2010 15:28,909,4663,$-98.00,Swipe Transaction,56431,Olympia,WA,98516,5541,
8725880,04-11-2010 15:31,1776,4938,$-97.00,Swipe Transaction,43293,Nashport,OH,43830,5499,
8725887,04-11-2010 15:33,1776,4938,$18.91,Swipe Transaction,43293,Nashport,OH,43830,5499,
8725904,04-11-2010 15:37,1963,3364,$15.21,Online Transaction,18563,ONLINE,,,4121,
8725915,04-11-2010 15:39,1776,4938,$97.00,Swipe Transaction,43293,Nashport,OH,43830,5499,
8725959,04-11-2010 15:49,1098,5179,$76.98,Swipe Transaction,40096,Warsaw,IN,46581,4111,
8726031,04-11-2010 16:04,997,5046,$1.44,Swipe Transaction,14528,Chula Vista,CA,91913,5499,
8726063,04-11-2010 16:14,1963,3364,$20.85,Online Transaction,18563,ONLINE,,,4121,
8726065,04-11-2010 16:15,1169,5174,$36.67,Online Transaction,16798,ONLINE,,,4121,
8726067,04-11-2010 16:16,464,3233,$1.48,Swipe Transaction,14528,Orlando,FL,32808,5499,
8726106,04-11-2010 16:22,1659,185,$37.68,Online Transaction,18563,ONLINE,,,4121,
8726123,04-11-2010 16:26,464,3233,$100.00,Swipe Transaction,27092,Orlando,FL,32807,4829,
8726137,04-11-2010 16:28,1575,224,$0.52,Swipe Transaction,14528,Sarasota,FL,34235,5499,
8726162,04-11-2010 16:33,1696,2408,$71.22,Swipe Transaction,25207,Merritt Island,FL,32952,4900,
8726229,04-11-2010 16:46,464,3233,$131.54,Swipe Transaction,32175,Orlando,FL,32804,7538,
